,EF1_Satzart,EF2_Gebietstand,EF3_ARS,EF4_Verband,EF5_Verbandsbezeichnung,EF6_Sitz_des_Verbandes,EF7_Schlüsselfelder,EF8_Leer,EF9_Frei für landesinterne Angaben,BL_nr,BL_name
9683,50,20241031,09273,116.0,"Bad Abbach, M",,50.0,,,9,Bayern
9684,50,20241031,09273,137.0,"Kelheim, St",,50.0,,,9,Bayern
9685,50,20241031,09273,147.0,"Mainburg, St",,50.0,,,9,Bayern
9686,50,20241031,09273,152.0,"Neustadt a.d.Donau, St",,50.0,,,9,Bayern
9687,50,20241031,09273,159.0,"Painten, M",,50.0,,,9,Bayern
9688,50,20241031,09273,164.0,"Riedenburg, St",,50.0,,,9,Bayern
9689,50,20241031,09273,165.0,"Rohr i.NB, M",,50.0,,,9,Bayern
9690,50,20241031,09273,5215.0,Ihrlerstein (VGem),Ihrlerstein,54.0,,,9,Bayern
9691,50,20241031,09273,5216.0,Saal a.d.Donau (VGem),Saal a.d.Donau,54.0,,,9,Bayern
9692,50,20241031,09273,5217.0,Langquaid (VGem),Langquaid,54.0,,,9,Bayern
9693,50,20241031,09273,5218.0,Siegenburg (VGem),Siegenburg,54.0,,,9,Bayern
9694,50,20241031,09273,5219.0,Mainburg (VGem),Mainburg,54.0,,,9,Bayern
9695,50,20241031,09273,9451.0,Dürnbucher Forst,,50.0,,,9,Bayern
9696,50,20241031,09273,9452.0,Frauenforst,,50.0,,,9,Bayern
9697,50,20241031,09273,9453.0,Hacklberg,,50.0,,,9,Bayern
9726,50,20241031,09274,111.0,Adlkofen,,50.0,,,9,Bayern
9727,50,20241031,09274,113.0,"Altdorf, M",,50.0,,,9,Bayern
9728,50,20241031,09274,120.0,Bodenkirchen,,50.0,,,9,Bayern
9729,50,20241031,09274,121.0,Buch a.Erlbach,,50.0,,,9,Bayern
9730,50,20241031,09274,124.0,Eching,,50.0,,,9,Bayern
9731,50,20241031,09274,126.0,"Ergolding, M",,50.0,,,9,Bayern
9732,50,20241031,09274,128.0,"Essenbach, M",,50.0,,,9,Bayern
9733,50,20241031,09274,134.0,"Geisenhausen, M",,50.0,,,9,Bayern
9734,50,20241031,09274,141.0,Hohenthann,,50.0,,,9,Bayern
9735,50,20241031,09274,146.0,Kumhausen,,50.0,,,9,Bayern
9736,50,20241031,09274,153.0,Neufahrn i.NB,,50.0,,,9,Bayern
9737,50,20241031,09274,156.0,Niederaichbach,,50.0,,,9,Bayern
9738,50,20241031,09274,172.0,"Pfeffenhausen, M",,50.0,,,9,Bayern
9739,50,20241031,09274,176.0,"Rottenburg a.d.Laaber, St",,50.0,,,9,Bayern
9740,50,20241031,09274,182.0,Tiefenbach,,50.0,,,9,Bayern
9741,50,20241031,09274,184.0,"Vilsbiburg, St",,50.0,,,9,Bayern
9742,50,20241031,09274,185.0,Vilsheim,,50.0,,,9,Bayern
9743,50,20241031,09274,194.0,Bruckberg,,50.0,,,9,Bayern
9744,50,20241031,09274,5220.0,Ergoldsbach (VGem),Ergoldsbach,54.0,,,9,Bayern
9745,50,20241031,09274,5221.0,Furth (VGem),Furth,54.0,,,9,Bayern
9746,50,20241031,09274,5222.0,Wörth a.d.Isar (VGem),Wörth a.d.Isar,54.0,,,9,Bayern
9747,50,20241031,09274,5223.0,Gerzen (VGem),Gerzen,54.0,,,9,Bayern
9748,50,20241031,09274,5226.0,Altfraunhofen (VGem),Altfraunhofen,54.0,,,9,Bayern
9749,50,20241031,09274,5227.0,Velden (VGem),Velden,54.0,,,9,Bayern
9786,50,20241031,09275,111.0,Aicha vorm Wald,,50.0,,,9,Bayern
9787,50,20241031,09275,114.0,Aldersbach,,50.0,,,9,Bayern
9788,50,20241031,09275,116.0,Bad Füssing,,50.0,,,9,Bayern
9789,50,20241031,09275,118.0,Breitenberg,,50.0,,,9,Bayern
9790,50,20241031,09275,119.0,Büchlberg,,50.0,,,9,Bayern
9791,50,20241031,09275,120.0,"Eging a.See, M",,50.0,,,9,Bayern
9792,50,20241031,09275,121.0,Fürstenstein,,50.0,,,9,Bayern
9793,50,20241031,09275,122.0,"Fürstenzell, M",,50.0,,,9,Bayern
9794,50,20241031,09275,124.0,"Bad Griesbach i.Rottal, St",,50.0,,,9,Bayern
9795,50,20241031,09275,125.0,Haarbach,,50.0,,,9,Bayern
9796,50,20241031,09275,126.0,"Hauzenberg, St",,50.0,,,9,Bayern
9797,50,20241031,09275,127.0,"Hofkirchen, M",,50.0,,,9,Bayern
9798,50,20241031,09275,128.0,"Hutthurm, M",,50.0,,,9,Bayern
9799,50,20241031,09275,130.0,Kirchham,,50.0,,,9,Bayern
9800,50,20241031,09275,131.0,"Kößlarn, M",,50.0,,,9,Bayern
9801,50,20241031,09275,133.0,Neuburg a.Inn,,50.0,,,9,Bayern
9802,50,20241031,09275,134.0,Neuhaus a.Inn,,50.0,,,9,Bayern
9803,50,20241031,09275,135.0,Neukirchen vorm Wald,,50.0,,,9,Bayern
9804,50,20241031,09275,137.0,"Obernzell, M",,50.0,,,9,Bayern
9805,50,20241031,09275,138.0,"Ortenburg, M",,50.0,,,9,Bayern
9806,50,20241031,09275,141.0,"Pocking, St",,50.0,,,9,Bayern
9807,50,20241031,09275,144.0,Ruderting,,50.0,,,9,Bayern
9808,50,20241031,09275,145.0,"Ruhstorf a.d.Rott, M",,50.0,,,9,Bayern
9809,50,20241031,09275,146.0,Salzweg,,50.0,,,9,Bayern
9810,50,20241031,09275,148.0,Sonnen,,50.0,,,9,Bayern
9811,50,20241031,09275,149.0,Tettenweis,,50.0,,,9,Bayern
9812,50,20241031,09275,150.0,Thyrnau,,50.0,,,9,Bayern
9813,50,20241031,09275,151.0,Tiefenbach,,50.0,,,9,Bayern
9814,50,20241031,09275,153.0,"Untergriesbach, M",,50.0,,,9,Bayern
9815,50,20241031,09275,154.0,"Vilshofen an der Donau, St",,50.0,,,9,Bayern
9816,50,20241031,09275,156.0,"Wegscheid, M",,50.0,,,9,Bayern
9817,50,20241031,09275,159.0,"Windorf, M",,50.0,,,9,Bayern
9818,50,20241031,09275,5229.0,Tittling (VGem),Tittling,54.0,,,9,Bayern
9819,50,20241031,09275,5232.0,Aidenbach (VGem),Aidenbach,54.0,,,9,Bayern
9820,50,20241031,09275,5234.0,Rotthalmünster (VGem),Rotthalmünster,54.0,,,9,Bayern
9860,50,20241031,09276,113.0,Arnbruck,,50.0,,,9,Bayern
9861,50,20241031,09276,115.0,Bayerisch Eisenstein,,50.0,,,9,Bayern
9862,50,20241031,09276,116.0,Bischofsmais,,50.0,,,9,Bayern
9863,50,20241031,09276,117.0,"Bodenmais, M",,50.0,,,9,Bayern
9864,50,20241031,09276,118.0,Böbrach,,50.0,,,9,Bayern
9865,50,20241031,09276,120.0,Drachselsried,,50.0,,,9,Bayern
9866,50,20241031,09276,121.0,Frauenau,,50.0,,,9,Bayern
9867,50,20241031,09276,122.0,Geiersthal,,50.0,,,9,Bayern
9868,50,20241031,09276,126.0,Kirchberg i.Wald,,50.0,,,9,Bayern
9869,50,20241031,09276,127.0,Kirchdorf i.Wald,,50.0,,,9,Bayern
9870,50,20241031,09276,128.0,Kollnburg,,50.0,,,9,Bayern
9871,50,20241031,09276,129.0,Langdorf,,50.0,,,9,Bayern
9872,50,20241031,09276,130.0,Lindberg,,50.0,,,9,Bayern
9873,50,20241031,09276,134.0,Patersdorf,,50.0,,,9,Bayern
9874,50,20241031,09276,135.0,Prackenbach,,50.0,,,9,Bayern
9875,50,20241031,09276,138.0,"Regen, St",,50.0,,,9,Bayern
9876,50,20241031,09276,139.0,Rinchnach,,50.0,,,9,Bayern
9877,50,20241031,09276,143.0,"Teisnach, M",,50.0,,,9,Bayern
9878,50,20241031,09276,144.0,"Viechtach, St",,50.0,,,9,Bayern
9879,50,20241031,09276,148.0,"Zwiesel, St",,50.0,,,9,Bayern
9880,50,20241031,09276,5238.0,Ruhmannsfelden (VGem),Ruhmannsfelden,54.0,,,9,Bayern
9906,50,20241031,09277,111.0,"Arnstorf, M",,50.0,,,9,Bayern
9907,50,20241031,09277,114.0,Dietersburg,,50.0,,,9,Bayern
9908,50,20241031,09277,116.0,"Eggenfelden, St",,50.0,,,9,Bayern
9909,50,20241031,09277,117.0,Egglham,,50.0,,,9,Bayern
9910,50,20241031,09277,121.0,"Gangkofen, M",,50.0,,,9,Bayern
9911,50,20241031,09277,124.0,Hebertsfelden,,50.0,,,9,Bayern
9912,50,20241031,09277,126.0,Johanniskirchen,,50.0,,,9,Bayern
9913,50,20241031,09277,127.0,Julbach,,50.0,,,9,Bayern
9914,50,20241031,09277,128.0,Kirchdorf a.Inn,,50.0,,,9,Bayern
9915,50,20241031,09277,134.0,Mitterskirchen,,50.0,,,9,Bayern
9916,50,20241031,09277,138.0,"Pfarrkirchen, St",,50.0,,,9,Bayern
9917,50,20241031,09277,139.0,Postmünster,,50.0,,,9,Bayern
9918,50,20241031,09277,142.0,Roßbach,,50.0,,,9,Bayern
9919,50,20241031,09277,144.0,Schönau,,50.0,,,9,Bayern
9920,50,20241031,09277,145.0,"Simbach a.Inn, St",,50.0,,,9,Bayern
9921,50,20241031,09277,149.0,"Triftern, M",,50.0,,,9,Bayern
9922,50,20241031,09277,151.0,Unterdietfurt,,50.0,,,9,Bayern
9923,50,20241031,09277,152.0,Wittibreut,,50.0,,,9,Bayern
9924,50,20241031,09277,153.0,"Wurmannsquick, M",,50.0,,,9,Bayern
9925,50,20241031,09277,154.0,Zeilarn,,50.0,,,9,Bayern
9926,50,20241031,09277,5239.0,Falkenberg (VGem),Falkenberg,54.0,,,9,Bayern
9927,50,20241031,09277,5240.0,Massing (VGem),Massing,54.0,,,9,Bayern
9928,50,20241031,09277,5241.0,Bad Birnbach (VGem),Bad Birnbach,54.0,,,9,Bayern
9929,50,20241031,09277,5243.0,Tann (VGem),Tann,54.0,,,9,Bayern
9930,50,20241031,09277,5244.0,Ering (VGem),Ering,54.0,,,9,Bayern
9963,50,20241031,09278,118.0,"Bogen, St",,50.0,,,9,Bayern
9964,50,20241031,09278,121.0,Feldkirchen,,50.0,,,9,Bayern
9965,50,20241031,09278,123.0,"Geiselhöring, St",,50.0,,,9,Bayern
9966,50,20241031,09278,129.0,Haibach,,50.0,,,9,Bayern
9967,50,20241031,09278,141.0,Kirchroth,,50.0,,,9,Bayern
9968,50,20241031,09278,143.0,Konzell,,50.0,,,9,Bayern
9969,50,20241031,09278,144.0,Laberweinting,,50.0,,,9,Bayern
9970,50,20241031,09278,146.0,Leiblfing,,50.0,,,9,Bayern
9971,50,20241031,09278,148.0,"Mallersdorf-Pfaffenberg, M",,50.0,,,9,Bayern
9972,50,20241031,09278,167.0,Oberschneiding,,50.0,,,9,Bayern
9973,50,20241031,09278,170.0,Parkstetten,,50.0,,,9,Bayern
9974,50,20241031,09278,178.0,Rattenberg,,50.0,,,9,Bayern
9975,50,20241031,09278,184.0,Sankt Englmar,,50.0,,,9,Bayern
9976,50,20241031,09278,190.0,Steinach,,50.0,,,9,Bayern
9977,50,20241031,09278,197.0,Wiesenfelden,,50.0,,,9,Bayern
9978,50,20241031,09278,5246.0,Stallwang (VGem),Stallwang,54.0,,,9,Bayern
9979,50,20241031,09278,5248.0,Mitterfels (VGem),Mitterfels,54.0,,,9,Bayern
9980,50,20241031,09278,5249.0,Hunderdorf (VGem),Hunderdorf,54.0,,,9,Bayern
9981,50,20241031,09278,5250.0,Rain (VGem),Rain,54.0,,,9,Bayern
9982,50,20241031,09278,5252.0,Schwarzach (VGem),Schwarzach,54.0,,,9,Bayern
9983,50,20241031,09278,5256.0,Aiterhofen (VGem),Aiterhofen,54.0,,,9,Bayern
9984,50,20241031,09278,5257.0,Straßkirchen (VGem),Straßkirchen,54.0,,,9,Bayern
10023,50,20241031,09279,112.0,"Dingolfing, St",,50.0,,,9,Bayern
10024,50,20241031,09279,113.0,"Eichendorf, M",,50.0,,,9,Bayern
10025,50,20241031,09279,115.0,"Frontenhausen, M",,50.0,,,9,Bayern
10026,50,20241031,09279,122.0,"Landau a.d.Isar, St",,50.0,,,9,Bayern
10027,50,20241031,09279,124.0,Loiching,,50.0,,,9,Bayern
10028,50,20241031,09279,126.0,Marklkofen,,50.0,,,9,Bayern
10029,50,20241031,09279,127.0,Mengkofen,,50.0,,,9,Bayern
10030,50,20241031,09279,128.0,Moosthenning,,50.0,,,9,Bayern
10031,50,20241031,09279,130.0,Niederviehbach,,50.0,,,9,Bayern
10032,50,20241031,09279,132.0,"Pilsting, M",,50.0,,,9,Bayern
10033,50,20241031,09279,134.0,"Reisbach, M",,50.0,,,9,Bayern
10034,50,20241031,09279,135.0,"Simbach, M",,50.0,,,9,Bayern
10035,50,20241031,09279,137.0,"Wallersdorf, M",,50.0,,,9,Bayern
10036,50,20241031,09279,5208.0,Mamming (VGem),Mamming,54.0,,,9,Bayern
10054,50,20241031,09361,0.0,Amberg,,50.0,,,9,Bayern
10057,50,20241031,09362,0.0,Regensburg,,50.0,,,9,Bayern
10060,50,20241031,09363,0.0,Weiden i.d.OPf.,,50.0,,,9,Bayern
10063,50,20241031,09371,111.0,Ammerthal,,50.0,,,9,Bayern
10064,50,20241031,09371,113.0,"Auerbach i.d.OPf., St",,50.0,,,9,Bayern
10065,50,20241031,09371,118.0,Ebermannsdorf,,50.0,,,9,Bayern
10066,50,20241031,09371,119.0,Edelsfeld,,50.0,,,9,Bayern
10067,50,20241031,09371,120.0,Ensdorf,,50.0,,,9,Bayern
10068,50,20241031,09371,121.0,"Freihung, M",,50.0,,,9,Bayern
10069,50,20241031,09371,122.0,Freudenberg,,50.0,,,9,Bayern
10070,50,20241031,09371,127.0,"Hirschau, St",,50.0,,,9,Bayern
10071,50,20241031,09371,129.0,"Hohenburg, M",,50.0,,,9,Bayern
10072,50,20241031,09371,132.0,"Kastl, M",,50.0,,,9,Bayern
10073,50,20241031,09371,136.0,Kümmersbruck,,50.0,,,9,Bayern
10074,50,20241031,09371,144.0,Poppenricht,,50.0,,,9,Bayern
10075,50,20241031,09371,146.0,"Rieden, M",,50.0,,,9,Bayern
10076,50,20241031,09371,148.0,"Schmidmühlen, M",,50.0,,,9,Bayern
10077,50,20241031,09371,150.0,"Schnaittenbach, St",,50.0,,,9,Bayern
10078,50,20241031,09371,151.0,"Sulzbach-Rosenberg, St",,50.0,,,9,Bayern
10079,50,20241031,09371,154.0,Ursensollen,,50.0,,,9,Bayern
10080,50,20241031,09371,156.0,"Vilseck, St",,50.0,,,9,Bayern
10081,50,20241031,09371,5301.0,Hahnbach (VGem),Hahnbach,54.0,,,9,Bayern
10082,50,20241031,09371,5302.0,Königstein (VGem),Königstein,54.0,,,9,Bayern
10083,50,20241031,09371,5303.0,Neukirchen b.Sulzbach-R. (VGem),Neukirchen b.Sulzbach-Rosenberg,54.0,,,9,Bayern
10084,50,20241031,09371,5304.0,Illschwang (VGem),Illschwang,54.0,,,9,Bayern
10085,50,20241031,09371,9452.0,Eichen,,50.0,,,9,Bayern
10115,50,20241031,09372,112.0,Arnschwang,,50.0,,,9,Bayern
10116,50,20241031,09372,113.0,Arrach,,50.0,,,9,Bayern
10117,50,20241031,09372,115.0,Blaibach,,50.0,,,9,Bayern
10118,50,20241031,09372,116.0,"Cham, St",,50.0,,,9,Bayern
10119,50,20241031,09372,117.0,Chamerau,,50.0,,,9,Bayern
10120,50,20241031,09372,124.0,"Eschlkam, M",,50.0,,,9,Bayern
10121,50,20241031,09372,126.0,"Furth im Wald, St",,50.0,,,9,Bayern
10122,50,20241031,09372,130.0,Grafenwiesen,,50.0,,,9,Bayern
10123,50,20241031,09372,135.0,Hohenwarth,,50.0,,,9,Bayern
10124,50,20241031,09372,137.0,"Bad Kötzting, St",,50.0,,,9,Bayern
10125,50,20241031,09372,138.0,"Lam, M",,50.0,,,9,Bayern
10126,50,20241031,09372,143.0,Miltach,,50.0,,,9,Bayern
10127,50,20241031,09372,144.0,"Neukirchen b.Hl.Blut, M",,50.0,,,9,Bayern
10128,50,20241031,09372,146.0,Pemfling,,50.0,,,9,Bayern
10129,50,20241031,09372,151.0,Rimbach,,50.0,,,9,Bayern
10130,50,20241031,09372,153.0,"Roding, St",,50.0,,,9,Bayern
10131,50,20241031,09372,154.0,"Rötz, St",,50.0,,,9,Bayern
10132,50,20241031,09372,155.0,Runding,,50.0,,,9,Bayern
10133,50,20241031,09372,157.0,Schönthal,,50.0,,,9,Bayern
10134,50,20241031,09372,158.0,Schorndorf,,50.0,,,9,Bayern
10135,50,20241031,09372,164.0,Traitsching,,50.0,,,9,Bayern
10136,50,20241031,09372,168.0,Waffenbrunn,,50.0,,,9,Bayern
10137,50,20241031,09372,171.0,"Waldmünchen, St",,50.0,,,9,Bayern
10138,50,20241031,09372,175.0,Willmering,,50.0,,,9,Bayern
10139,50,20241031,09372,177.0,Zandt,,50.0,,,9,Bayern
10140,50,20241031,09372,178.0,Lohberg,,50.0,,,9,Bayern
10141,50,20241031,09372,5308.0,Tiefenbach (VGem),Tiefenbach,54.0,,,9,Bayern
10142,50,20241031,09372,5310.0,Stamsried (VGem),Stamsried,54.0,,,9,Bayern
10143,50,20241031,09372,5312.0,Weiding (VGem),Weiding,54.0,,,9,Bayern
10144,50,20241031,09372,5313.0,Walderbach (VGem),Walderbach,54.0,,,9,Bayern
10145,50,20241031,09372,5317.0,Wald (VGem),Wald,54.0,,,9,Bayern
10146,50,20241031,09372,5318.0,Falkenstein (VGem),Falkenstein,54.0,,,9,Bayern
10187,50,20241031,09373,112.0,"Berching, St",,50.0,,,9,Bayern
10188,50,20241031,09373,113.0,Berg b.Neumarkt i.d.OPf.,,50.0,,,9,Bayern
10189,50,20241031,09373,115.0,"Breitenbrunn, M",,50.0,,,9,Bayern
10190,50,20241031,09373,119.0,Deining,,50.0,,,9,Bayern
10191,50,20241031,09373,121.0,"Dietfurt a.d.Altmühl, St",,50.0,,,9,Bayern
10192,50,20241031,09373,126.0,"Freystadt, St",,50.0,,,9,Bayern
10193,50,20241031,09373,134.0,"Hohenfels, M",,50.0,,,9,Bayern
10194,50,20241031,09373,140.0,"Lauterhofen, M",,50.0,,,9,Bayern
10195,50,20241031,09373,143.0,"Lupburg, M",,50.0,,,9,Bayern
10196,50,20241031,09373,146.0,Mühlhausen,,50.0,,,9,Bayern
10197,50,20241031,09373,147.0,"Neumarkt i.d.OPf., GKSt",,50.0,,,9,Bayern
10198,50,20241031,09373,151.0,"Parsberg, St",,50.0,,,9,Bayern
10199,50,20241031,09373,155.0,"Postbauer-Heng, M",,50.0,,,9,Bayern
10200,50,20241031,09373,156.0,"Pyrbaum, M",,50.0,,,9,Bayern
10201,50,20241031,09373,160.0,Seubersdorf i.d.OPf.,,50.0,,,9,Bayern
10202,50,20241031,09373,167.0,"Velburg, St",,50.0,,,9,Bayern
10203,50,20241031,09373,5321.0,Neumarkt i.d.OPf. (VGem),Neumarkt i.d.OPf.,54.0,,,9,Bayern
10224,50,20241031,09374,111.0,Altenstadt a.d.Waldnaab,,50.0,,,9,Bayern
10225,50,20241031,09374,118.0,"Eslarn, M",,50.0,,,9,Bayern
10226,50,20241031,09374,121.0,"Floß, M",,50.0,,,9,Bayern
10227,50,20241031,09374,122.0,Flossenbürg,,50.0,,,9,Bayern
10228,50,20241031,09374,124.0,"Grafenwöhr, St",,50.0,,,9,Bayern
10229,50,20241031,09374,133.0,"Luhe-Wildenau, M",,50.0,,,9,Bayern
10230,50,20241031,09374,134.0,"Mantel, M",,50.0,,,9,Bayern
10231,50,20241031,09374,137.0,"Moosbach, M",,50.0,,,9,Bayern
10232,50,20241031,09374,139.0,"Neustadt a.d.Waldnaab, St",,50.0,,,9,Bayern
10233,50,20241031,09374,162.0,"Vohenstrauß, St",,50.0,,,9,Bayern
10234,50,20241031,09374,164.0,"Waidhaus, M",,50.0,,,9,Bayern
10235,50,20241031,09374,165.0,"Waldthurn, M",,50.0,,,9,Bayern
10236,50,20241031,09374,168.0,"Windischeschenbach, St",,50.0,,,9,Bayern
10237,50,20241031,09374,5323.0,Neustadt a.d.Waldnaab (VGem),Neustadt a.d.Waldnaab,54.0,,,9,Bayern
10238,50,20241031,09374,5324.0,Pressath (VGem),Pressath,54.0,,,9,Bayern
10239,50,20241031,09374,5325.0,Weiherhammer (VGem),Weiherhammer,54.0,,,9,Bayern
10240,50,20241031,09374,5326.0,Kirchenthumbach (VGem),Kirchenthumbach,54.0,,,9,Bayern
10241,50,20241031,09374,5327.0,Eschenbach i.d.OPf. (VGem),Eschenbach i.d.OPf.,54.0,,,9,Bayern
10242,50,20241031,09374,5329.0,Schirmitz (VGem),Schirmitz,54.0,,,9,Bayern
10243,50,20241031,09374,5330.0,Tännesberg (VGem),Tännesberg,54.0,,,9,Bayern
10244,50,20241031,09374,5331.0,Pleystein (VGem),Pleystein,54.0,,,9,Bayern
10245,50,20241031,09374,9452.0,Manteler Forst,,50.0,,,9,Bayern
10246,50,20241031,09374,9458.0,Speinsharter Forst,,50.0,,,9,Bayern
10288,50,20241031,09375,117.0,Barbing,,50.0,,,9,Bayern
10289,50,20241031,09375,118.0,"Beratzhausen, M",,50.0,,,9,Bayern
10290,50,20241031,09375,119.0,Bernhardswald,,50.0,,,9,Bayern
10291,50,20241031,09375,143.0,Hagelstadt,,50.0,,,9,Bayern
10292,50,20241031,09375,148.0,"Hemau, St",,50.0,,,9,Bayern
10293,50,20241031,09375,161.0,Köfering,,50.0,,,9,Bayern
10294,50,20241031,09375,165.0,"Lappersdorf, M",,50.0,,,9,Bayern
10295,50,20241031,09375,170.0,Mintraching,,50.0,,,9,Bayern
10296,50,20241031,09375,174.0,"Neutraubling, St",,50.0,,,9,Bayern
10297,50,20241031,09375,175.0,"Nittendorf, M",,50.0,,,9,Bayern
10298,50,20241031,09375,179.0,Obertraubling,,50.0,,,9,Bayern
10299,50,20241031,09375,180.0,Pentling,,50.0,,,9,Bayern
10300,50,20241031,09375,181.0,Pettendorf,,50.0,,,9,Bayern
10301,50,20241031,09375,183.0,Pfatter,,50.0,,,9,Bayern
10302,50,20241031,09375,190.0,"Regenstauf, M",,50.0,,,9,Bayern
10303,50,20241031,09375,196.0,"Schierling, M",,50.0,,,9,Bayern
10304,50,20241031,09375,199.0,Sinzing,,50.0,,,9,Bayern
10305,50,20241031,09375,204.0,Tegernheim,,50.0,,,9,Bayern
10306,50,20241031,09375,205.0,Thalmassing,,50.0,,,9,Bayern
10307,50,20241031,09375,208.0,Wenzenbach,,50.0,,,9,Bayern
10308,50,20241031,09375,209.0,Wiesent,,50.0,,,9,Bayern
10309,50,20241031,09375,213.0,Zeitlarn,,50.0,,,9,Bayern
10310,50,20241031,09375,5332.0,Kallmünz (VGem),Kallmünz,54.0,,,9,Bayern
10311,50,20241031,09375,5333.0,Laaber (VGem),Laaber,54.0,,,9,Bayern
10312,50,20241031,09375,5334.0,Pielenhofen-Wolfsegg (VGem),Wolfsegg,54.0,,,9,Bayern
10313,50,20241031,09375,5335.0,Donaustauf (VGem),Donaustauf,54.0,,,9,Bayern
10314,50,20241031,09375,5336.0,Wörth a.d.Donau (VGem),Wörth a.d.Donau,54.0,,,9,Bayern
10315,50,20241031,09375,5337.0,Alteglofsheim (VGem),Alteglofsheim,54.0,,,9,Bayern
10316,50,20241031,09375,5338.0,Sünching (VGem),Sünching,54.0,,,9,Bayern
10317,50,20241031,09375,9451.0,Forstmühler Forst,,50.0,,,9,Bayern
10318,50,20241031,09375,9452.0,Kreuther Forst,,50.0,,,9,Bayern
10363,50,20241031,09376,116.0,Bodenwöhr,,50.0,,,9,Bayern
10364,50,20241031,09376,117.0,"Bruck i.d.OPf., M",,50.0,,,9,Bayern
10365,50,20241031,09376,119.0,"Burglengenfeld, St",,50.0,,,9,Bayern
10366,50,20241031,09376,125.0,Fensterbach,,50.0,,,9,Bayern
10367,50,20241031,09376,141.0,"Maxhütte-Haidhof, St",,50.0,,,9,Bayern
10368,50,20241031,09376,147.0,"Neunburg vorm Wald, St",,50.0,,,9,Bayern
10369,50,20241031,09376,149.0,"Nittenau, St",,50.0,,,9,Bayern
10370,50,20241031,09376,150.0,"Wernberg-Köblitz, M",,50.0,,,9,Bayern
10371,50,20241031,09376,151.0,"Oberviechtach, St",,50.0,,,9,Bayern
10372,50,20241031,09376,159.0,Schmidgaden,,50.0,,,9,Bayern
10373,50,20241031,09376,161.0,"Schwandorf, GKSt",,50.0,,,9,Bayern
10374,50,20241031,09376,170.0,"Teublitz, St",,50.0,,,9,Bayern
10375,50,20241031,09376,5339.0,Oberviechtach (VGem),Oberviechtach,54.0,,,9,Bayern
10376,50,20241031,09376,5341.0,Nabburg (VGem),Nabburg,54.0,,,9,Bayern
10377,50,20241031,09376,5342.0,Schwarzenfeld (VGem),Schwarzenfeld,54.0,,,9,Bayern
10378,50,20241031,09376,5343.0,Pfreimd (VGem),Pfreimd,54.0,,,9,Bayern
10379,50,20241031,09376,5344.0,Schönsee (VGem),Schönsee,54.0,,,9,Bayern
10380,50,20241031,09376,5345.0,Neunburg vorm Wald (VGem),Neunburg vorm Wald,54.0,,,9,Bayern
10381,50,20241031,09376,5346.0,Wackersdorf (VGem),Wackersdorf,54.0,,,9,Bayern
10382,50,20241031,09376,9455.0,Wolferlohe,,50.0,,,9,Bayern
10418,50,20241031,09377,112.0,"Bärnau, St",,50.0,,,9,Bayern
10419,50,20241031,09377,116.0,"Erbendorf, St",,50.0,,,9,Bayern
10420,50,20241031,09377,118.0,Friedenfels,,50.0,,,9,Bayern
10421,50,20241031,09377,119.0,"Fuchsmühl, M",,50.0,,,9,Bayern
10422,50,20241031,09377,127.0,Immenreuth,,50.0,,,9,Bayern
10423,50,20241031,09377,131.0,"Konnersreuth, M",,50.0,,,9,Bayern
10424,50,20241031,09377,133.0,Kulmain,,50.0,,,9,Bayern
10425,50,20241031,09377,139.0,"Mähring, M",,50.0,,,9,Bayern
10426,50,20241031,09377,142.0,"Bad Neualbenreuth, M",,50.0,,,9,Bayern
10427,50,20241031,09377,146.0,"Plößberg, M",,50.0,,,9,Bayern
10428,50,20241031,09377,154.0,"Tirschenreuth, St",,50.0,,,9,Bayern
10429,50,20241031,09377,157.0,"Waldershof, St",,50.0,,,9,Bayern
10430,50,20241031,09377,158.0,"Waldsassen, St",,50.0,,,9,Bayern
10431,50,20241031,09377,5347.0,Mitterteich (VGem),Mitterteich,54.0,,,9,Bayern
10432,50,20241031,09377,5348.0,Kemnath (VGem),Kemnath,54.0,,,9,Bayern
10433,50,20241031,09377,5349.0,Neusorg (VGem),Neusorg,54.0,,,9,Bayern
10434,50,20241031,09377,5350.0,Krummennaab (VGem),Krummennaab,54.0,,,9,Bayern
10435,50,20241031,09377,5351.0,Wiesau (VGem),Wiesau,54.0,,,9,Bayern
10464,50,20241031,09461,0.0,Bamberg,,50.0,,,9,Bayern
10467,50,20241031,09462,0.0,Bayreuth,,50.0,,,9,Bayern
10470,50,20241031,09463,0.0,Coburg,,50.0,,,9,Bayern
10473,50,20241031,09464,0.0,Hof,,50.0,,,9,Bayern
10476,50,20241031,09471,111.0,Altendorf,,50.0,,,9,Bayern
10477,50,20241031,09471,117.0,Bischberg,,50.0,,,9,Bayern
10478,50,20241031,09471,119.0,Breitengüßbach,,50.0,,,9,Bayern
10479,50,20241031,09471,123.0,"Buttenheim, M",,50.0,,,9,Bayern
10480,50,20241031,09471,131.0,Frensdorf,,50.0,,,9,Bayern
10481,50,20241031,09471,137.0,Gundelsheim,,50.0,,,9,Bayern
10482,50,20241031,09471,140.0,"Hallstadt, St",,50.0,,,9,Bayern
10483,50,20241031,09471,142.0,"Heiligenstadt i.OFr., M",,50.0,,,9,Bayern
10484,50,20241031,09471,145.0,"Hirschaid, M",,50.0,,,9,Bayern
10485,50,20241031,09471,150.0,Kemmern,,50.0,,,9,Bayern
