Tabelle: 1000X-0001
Personen: Amtliche Einwohnerzahl und Fläche (Gemeinden);;;;
Bevölkerung kompakt;;;;;;;
09.05.2011;;;;;;;
;;Personen;;Fläche;;Bevölkerungsdichte;
;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
130515114088;Carinerland;977;e;37,85;e;26;e
130515115009;Bentwisch;2430;e;14,74;e;165;e
130515115011;Blankenhagen;796;e;9,09;e;88;e
130515115020;Gelbensande;1616;e;34,05;e;47;e
130515115046;Mönchhagen;1111;e;10,58;e;105;e
130515115066;Rövershagen;2494;e;20,55;e;121;e
130515118008;Benitz;375;e;9,71;e;39;e
130515118014;Bröbberow;491;e;14,39;e;34;e
130515118033;Kassow;363;e;14,36;e;25;e
130515118067;Rukieten;295;e;12,39;e;24;e
130515118071;Schwaan, Stadt;4991;e;38,29;e;130;e
130515118080;Vorbeck;299;e;15,60;e;19;e
130515118082;Wiendorf;777;e;17,66;e;44;e
130515121019;Elmenhorst/Lichtenhagen;3946;e;12,05;e;327;e
130515121040;Kritzmow;3257;e;14,82;e;220;e
130515121043;Lambrechtshagen;2718;e;13,52;e;201;e
130515121051;Papendorf (Landkreis Bad Doberan);2433;e;22,64;e;107;e
130515121053;Pölchow;898;e;12,57;e;71;e
130515121073;Stäbelow;1400;e;14,98;e;93;e
130515121085;Ziesendorf;1340;e;26,42;e;51;e
130515122016;Cammin (Landkreis Bad Doberan);781;e;32,14;e;24;e
130515122021;Gnewitz;216;e;10,09;e;21;e
130515122023;Grammow;175;e;16,21;e;11;e
130515122050;Nustrow;161;e;6,94;e;23;e
130515122072;Selpin;494;e;33,03;e;15;e
130515122076;Stubbendorf;135;e;9,65;e;14;e
130515122077;Tessin, Stadt;3915;e;24,52;e;160;e
130515122078;Thelkow;474;e;25,77;e;18;e
130515122084;Zarnewanz;386;e;15,31;e;25;e
130520017017;Dargun, Stadt;4541;e;117,14;e;39;e
130520018018;Demmin, Hansestadt;11717;e;81,61;e;144;e
130525216020;Düvier;460;e;26,57;e;17;e
130525216026;Görmin;898;e;35,02;e;26;e
130525216049;Loitz, Stadt;4126;e;62,97;e;66;e
130525216098;Sassen-Trantow;915;e;45,31;e;20;e
130525220001;Alt Tellin;432;e;24,32;e;18;e
130525220008;Bentzin;830;e;38,76;e;21;e
130525220016;Daberkow;363;e;15,38;e;24;e
130525220039;Jarmen, Stadt;3122;e;30,64;e;102;e
130525220046;Kruckow;656;e;35,43;e;19;e
130525220078;Tutow;1281;e;6,05;e;212;e
130525220083;Völschow;522;e;21,69;e;24;e
130525221007;Beggerow;558;e;29,69;e;19;e
130525221035;Hohenbollentin;123;e;6,30;e;20;e
130525221048;Lindenberg (Landkreis Demmin);236;e;13,03;e;18;e
130525221051;Meesiger;244;e;8,99;e;27;e
130525221054;Kentzlin;203;e;11,76;e;17;e
130525221056;Nossendorf;727;e;35,10;e;21;e
130525221067;Sarow;741;e;33,61;e;22;e
130525221070;Schönfeld (Landkreis Demmin);394;e;16,03;e;25;e
130525221073;Sommersdorf (Landkreis Demmin);258;e;8,71;e;30;e
130525221082;Verchen;418;e;11,68;e;36;e
130525221085;Warrenzin;429;e;29,05;e;15;e
130525221093;Borrentin;890;e;48,12;e;18;e
130525221094;Hohenmocker;534;e;26,85;e;20;e
130525221095;Kletzin;774;e;27,28;e;28;e
130525221096;Siedenbrünzow;577;e;27,55;e;21;e
130525221097;Utzedel;514;e;25,87;e;20;e
130525222002;Altenhagen;336;e;11,08;e;30;e
130525222003;Altentreptow, Stadt;5663;e;52,82;e;107;e
130525222004;Bartow;506;e;24,95;e;20;e
130525222011;Breesen;565;e;24,56;e;23;e
130525222012;Breest;173;e;9,41;e;18;e
130525222015;Burow;1036;e;17,34;e;60;e
130525222024;Gnevkow;382;e;17,13;e;22;e
130525222025;Golchen;301;e;23,49;e;13;e
130525222029;Grapzow;405;e;14,93;e;27;e
130525222030;Grischow;265;e;11,22;e;24;e
130525222032;Groß Teetzleben;690;e;21,67;e;32;e
130525222033;Gültz;573;e;23,70;e;24;e
130525222045;Kriesow;324;e;20,09;e;16;e
130525222059;Pripsleben;266;e;10,03;e;27;e
130525222064;Röckwitz;295;e;14,75;e;20;e
130525222071;Siedenbollentin;586;e;18,82;e;31;e
130525222079;Tützpatz;579;e;21,60;e;27;e
130525222086;Werder (Landkreis Demmin);578;e;30,00;e;19;e
130525222087;Wildberg;559;e;22,37;e;25;e
130525222088;Wolde;627;e;22,51;e;28;e
130525223005;Basedow (Landkreis Demmin);725;e;35,42;e;20;e
130525223019;Duckow;247;e;14,22;e;17;e
130525223021;Faulenrost;701;e;33,75;e;21;e
130525223022;Gielow;1190;e;23,47;e;51;e
130525223047;Kummerow (Landkreis Demmin);616;e;55,14;e;11;e
130525223050;Malchin, Stadt;7802;e;94,50;e;83;e
130525223055;Neukalen, Stadt;1905;e;46,85;e;41;e
130525224010;Bredenfelde;199;e;8,58;e;23;e
130525224013;Briggow;337;e;14,21;e;24;e
130525224028;Grammentin;229;e;17,22;e;13;e
130525224034;Gülzow (Landkreis Demmin);454;e;12,00;e;38;e
130525224038;Ivenack;893;e;39,61;e;23;e
130525224040;Jürgenstorf;1084;e;22,36;e;48;e
130525224042;Kittendorf;337;e;21,11;e;16;e
130525224044;Knorrendorf;675;e;28,51;e;24;e
130525224053;Mölln;550;e;29,69;e;19;e
130525224063;Ritzerow;434;e;21,76;e;20;e
130525224065;Rosenow;982;e;31,13;e;32;e
130525224074;Stavenhagen, Reuterstadt, Stadt;5700;e;40,83;e;140;e
130525224092;Zettemin;320;e;18,79;e;17;e
130530031031;Güstrow, Stadt;28885;e;70,86;e;408;e
130530087087;Teterow, Stadt;8881;e;47,10;e;189;e
130535311004;Baumgarten;864;e;38,80;e;22;e
130535311007;Bernitt;1673;e;73,43;e;23;e
130535311013;Bützow, Stadt;7737;e;39,71;e;195;e
130535311019;Dreetz (Landkreis Güstrow);215;e;12,00;e;18;e
130535311037;Jürgenshagen;1081;e;42,24;e;26;e
130535311039;Klein Belitz;834;e;39,00;e;21;e
130535311067;Penzin;149;e;6,08;e;25;e
130535311078;Rühn;632;e;14,41;e;44;e
130535311083;Steinhagen (Landkreis Güstrow);729;e;10,09;e;72;e
130535311086;Tarnow;1120;e;40,50;e;28;e
130535311094;Warnow (Landkreis Güstrow);943;e;42,11;e;22;e
130535311099;Zepelin;448;e;22,36;e;20;e
130535312003;Altkalen;834;e;45,54;e;18;e
130535312005;Behren-Lübchin;612;e;42,90;e;14;e
130535312008;Boddin;320;e;23,62;e;14;e
130535312020;Finkenthal;277;e;20,23;e;14;e
130535312022;Gnoien, Stadt;3131;e;40,97;e;76;e
130535312056;Lühburg;225;e;17,31;e;13;e
130535312091;Walkendorf;447;e;27,68;e;16;e
130535312095;Wasdow;375;e;26,20;e;14;e
130535313021;Glasewitz;456;e;15,55;e;29;e
130535313027;Groß Schwiesow;327;e;12,64;e;26;e
130535313032;Gutow;960;e;23,43;e;41;e
130535313041;Klein Upahl;279;e;7,91;e;35;e
130535313045;Kuhs;310;e;13,73;e;23;e
130535313054;Lohmen (Landkreis Güstrow);785;e;34,77;e;23;e
130535313057;Lüssow (Landkreis Güstrow);955;e;16,72;e;57;e
130535313060;Mistorf;664;e;24,25;e;27;e
130535313062;Mühl Rosin;1075;e;24,29;e;44;e
130535313068;Plaaz;802;e;34,36;e;23;e
130535313075;Reimershagen;440;e;32,23;e;14;e
130535313080;Sarmstorf;518;e;10,96;e;47;e
130535313098;Zehna;643;e;25,76;e;25;e
130535313104;Gülzow-Prüzen;1599;e;58,20;e;27;e
130535315035;Hoppenrade;676;e;28,76;e;24;e
130535315043;Krakow am See, Stadt;3568;e;87,11;e;41;e
130535315044;Kuchelmiß;736;e;37,46;e;20;e
130535315048;Lalendorf;3107;e;112,13;e;28;e
130535315049;Langhagen;579;e;27,17;e;21;e
130535315102;Dobbin-Linstow;513;e;65,41;e;8;e
130535320002;Alt Sührkow;409;e;25,32;e;16;e
130535320015;Dahmen;511;e;36,36;e;14;e
130535320016;Dalkendorf;276;e;15,30;e;18;e
130535320026;Groß Roge;643;e;24,34;e;26;e
130535320028;Groß Wokern;1041;e;21,91;e;48;e
130535320029;Groß Wüstenfelde;891;e;26,62;e;33;e
130535320033;Hohen Demzin;410;e;24,11;e;17;e
130535320036;Jördenstorf;914;e;27,66;e;33;e
130535320050;Lelkendorf;503;e;29,76;e;17;e
130535320088;Thürkow;392;e;14,61;e;27;e
130535320093;Warnkenhagen;366;e;19,51;e;19;e
130535320105;Schorssow;487;e;30,89;e;16;e
130535320106;Schwasdorf;508;e;24,33;e;21;e
130535320107;Sukow-Levitzow;471;e;20,23;e;23;e
130535320109;Prebberede;798;e;42,85;e;19;e
130535321017;Diekhof;929;e;33,19;e;28;e
130535321034;Hohen Sprenz;507;e;22,42;e;23;e
130535321047;Laage, Stadt;5476;e;81,38;e;67;e
130535321092;Wardow;1330;e;68,98;e;19;e
130535321103;Dolgen am See;639;e;33,02;e;19;e
130540013013;Boizenburg/ Elbe, Stadt;10201;e;47,25;e;216;e
130540043043;Hagenow, Stadt;11421;e;67,47;e;169;e
130540067067;Lübtheen, Stadt;4602;e;119,69;e;38;e
130540069069;Ludwigslust, Stadt;11916;e;78,30;e;152;e
130545411009;Besitz;455;e;22,28;e;20;e
130545411014;Brahlstorf;728;e;21,95;e;33;e
130545411022;Dersenow;450;e;22,51;e;20;e
130545411039;Gresse;657;e;21,25;e;31;e
130545411040;Greven;701;e;40,00;e;18;e
130545411078;Neu Gülze;783;e;12,98;e;60;e
130545411083;Nostorf;925;e;20,08;e;46;e
130545411096;Schwanheide;700;e;26,51;e;26;e
130545411102;Teldau;908;e;27,34;e;33;e
130545411103;Tessin b. Boizenburg;406;e;10,26;e;40;e
130545411127;Bengerstorf;564;e;32,79;e;17;e
130545414002;Alt Zachun;370;e;8,43;e;44;e
130545414004;Bandenitz;461;e;17,39;e;27;e
130545414007;Belsch;225;e;22,50;e;10;e
130545414011;Bobzin;275;e;6,05;e;45;e
130545414016;Bresegard bei Picher;308;e;16,58;e;19;e
130545414031;Gammelin;460;e;15,62;e;29;e
130545414041;Groß Krams;184;e;10,32;e;18;e
130545414046;Hoort;564;e;22,12;e;25;e
130545414047;Hülseburg;165;e;9,08;e;18;e
130545414052;Kirch Jesar;636;e;18,76;e;34;e
130545414060;Kuhstorf;759;e;15,02;e;51;e
130545414076;Moraas;483;e;16,78;e;29;e
130545414086;Pätow-Steegen;381;e;10,66;e;36;e
130545414087;Picher;661;e;39,09;e;17;e
130545414090;Pritzier;488;e;19,31;e;25;e
130545414092;Redefin;537;e;17,73;e;30;e
130545414097;Setzin;486;e;20,60;e;24;e
130545414100;Strohkirchen;318;e;14,78;e;22;e
130545414106;Toddin;490;e;11,03;e;44;e
130545414111;Warlitz;432;e;23,73;e;18;e
130545416001;Alt Krenzlin;743;e;37,58;e;20;e
130545416017;Bresegard bei Eldena;228;e;10,92;e;21;e
130545416034;Göhlen;350;e;14,03;e;25;e
130545416042;Groß Laasch;981;e;27,22;e;36;e
130545416064;Leussow;279;e;19,93;e;14;e
130545416065;Lübesse;720;e;19,93;e;36;e
130545416066;Lüblow;605;e;21,41;e;28;e
130545416091;Rastow;1913;e;51,80;e;37;e
130545416101;Sülstorf;874;e;18,67;e;47;e
130545416107;Uelitz;416;e;15,05;e;28;e
130545416112;Warlow;490;e;13,85;e;35;e
130545416119;Wöbbelin;897;e;23,50;e;38;e
130545418010;Blievenstorf;451;e;21,39;e;21;e
130545418015;Brenz;520;e;12,39;e;42;e
130545418081;Neustadt-Glewe, Stadt;6511;e;93,98;e;69;e
130545420027;Dümmer;1434;e;31,36;e;46;e
130545420045;Holthusen;862;e;20,57;e;42;e
130545420054;Klein Rogahn;1321;e;11,00;e;120;e
130545420084;Pampow;2936;e;10,91;e;269;e
130545420095;Schossin;253;e;11,41;e;22;e
130545420099;Stralendorf;1370;e;12,02;e;114;e
130545420113;Warsow;657;e;14,89;e;44;e
130545420118;Wittenförden;2712;e;12,24;e;222;e
130545420123;Zülow;160;e;7,13;e;22;e
130545423030;Gallin;524;e;22,71;e;23;e
130545423056;Kogel;642;e;29,88;e;21;e
130545423109;Vellahn;2726;e;106,47;e;26;e
130545423121;Zarrentin am Schaalsee, Stadt;4772;e;91,89;e;52;e
130545423126;Lüttow-Valluhn;803;e;24,31;e;33;e
130545424057;Körchow;796;e;26,00;e;31;e
130545424063;Lehsen;345;e;7,75;e;45;e
130545424117;Wittenburg, Stadt;4981;e;46,25;e;108;e
130545424124;Wittendörp;2865;e;104,50;e;27;e
130545425024;Dömitz, Stadt;3095;e;60,43;e;51;e
130545425049;Karenz;261;e;6,83;e;38;e
130545425071;Malk Göhren;456;e;22,56;e;20;e
130545425072;Malliß;1261;e;25,17;e;50;e
130545425079;Neu Kaliß;2004;e;34,05;e;59;e
130545425110;Vielank;1367;e;77,37;e;18;e
130545425125;Grebs-Niendorf;583;e;31,17;e;19;e
130545426003;Balow;343;e;12,83;e;27;e
130545426018;Brunow;344;e;21,09;e;16;e
130545426021;Dambeck;294;e;17,35;e;17;e
130545426028;Eldena;1255;e;33,99;e;37;e
130545426035;Gorlosen;510;e;53,11;e;10;e
130545426037;Grabow, Stadt;5807;e;47,68;e;122;e
130545426051;Karstädt (Landkreis Ludwigslust);595;e;19,71;e;30;e
130545426058;Kremmin;240;e;16,86;e;14;e
130545426074;Milow;409;e;33,43;e;12;e
130545426075;Möllenbeck (Landkreis Ludwigslust);209;e;19,20;e;11;e
130545426077;Muchow;326;e;19,05;e;17;e
130545426089;Prislich;726;e;29,14;e;25;e
130545426098;Steesow;193;e;24,40;e;8;e
130545426122;Zierzow;411;e;13,32;e;31;e
130550050050;Neustrelitz, Stadt;20420;e;138,14;e;148;e
130550082082;Feldberger Seenlandschaft;4542;e;199,56;e;23;e
130555513020;Friedland, Stadt (Landkreis Mecklenburg-Strelitz);6413;e;97,64;e;66;e
130555513021;Genzkow;138;e;9,08;e;15;e
130555513022;Glienke;157;e;6,67;e;24;e
130555513085;Eichhorst;491;e;28,32;e;17;e
130555513088;Datzetal;897;e;41,07;e;22;e
130555513089;Galenbeck;1194;e;93,56;e;13;e
130555516004;Blankensee (Landkreis Mecklenburg-Strelitz);1706;e;56,05;e;30;e
130555516005;Blumenholz;800;e;41,30;e;19;e
130555516011;Carpin;893;e;63,64;e;14;e
130555516023;Godendorf;231;e;13,81;e;17;e
130555516029;Grünow (Landkreis Mecklenburg-Strelitz);311;e;23,18;e;13;e
130555516032;Hohenzieritz;483;e;20,18;e;24;e
130555516035;Klein Vielen;676;e;45,38;e;15;e
130555516037;Kratzeburg;548;e;54,66;e;10;e
130555516045;Möllenbeck (Landkreis Mecklenburg-Strelitz);723;e;36,20;e;20;e
130555516070;Userin;662;e;45,84;e;14;e
130555516086;Wokuhl-Dabelow;588;e;46,15;e;13;e
130555517002;Beseritz;123;e;11,10;e;11;e
130555517003;Blankenhof;688;e;18,22;e;38;e
130555517008;Brunn (Landkreis Mecklenburg-Strelitz);1097;e;47,68;e;23;e
130555517046;Neddemin;334;e;12,54;e;27;e
130555517049;Neuenkirchen (Landkreis Mecklenburg-Strelitz);1136;e;23,08;e;49;e
130555517051;Neverin;1063;e;13,29;e;80;e
130555517066;Staven;448;e;14,68;e;31;e
130555517069;Trollenhagen;945;e;17,80;e;53;e
130555517076;Woggersin;514;e;6,44;e;80;e
130555517079;Wulkenzin;1457;e;21,59;e;67;e
130555517081;Zirzow;329;e;9,33;e;35;e
130555517090;Sponholz;748;e;26,96;e;28;e
130555520009;Burg Stargard, Stadt;4991;e;61,68;e;81;e
130555520010;Cammin (Landkreis Mecklenburg-Strelitz);314;e;14,87;e;21;e
130555520012;Cölpin;780;e;21,24;e;37;e
130555520028;Groß Nemerow;1184;e;21,01;e;56;e
130555520033;Holldorf;788;e;15,69;e;50;e
130555520054;Pragsdorf;507;e;14,32;e;35;e
130555520087;Lindetal;1168;e;56,33;e;21;e
130555521039;Kublank;171;e;13,49;e;13;e
130555521043;Mildenitz;514;e;30,18;e;17;e
130555521047;Neetzka;253;e;13,52;e;19;e
130555521053;Petersdorf (Landkreis Mecklenburg-Strelitz);165;e;7,79;e;21;e
130555521061;Schönbeck;457;e;24,33;e;19;e
130555521062;Schönhausen;253;e;18,74;e;14;e
130555521071;Voigtsdorf;114;e;7,62;e;15;e
130555521078;Woldegk, Stadt;3747;e;103,71;e;36;e
130555521083;Groß Miltzow;1131;e;48,53;e;23;e
130555521084;Helpt;365;e;22,37;e;16;e
130555522044;Mirow, Stadt;3561;e;84,08;e;42;e
130555522055;Priepert;326;e;22,56;e;14;e
130555522058;Roggentin (Landkreis Mecklenburg-Strelitz);656;e;72,32;e;9;e
130555522074;Wesenberg, Stadt;3094;e;89,44;e;35;e
130555522080;Wustrow (Landkreis Mecklenburg-Strelitz);714;e;42,93;e;17;e
130560072072;Waren (Müritz), Stadt;21026;e;158,39;e;133;e
130565618006;Ankershagen;605;e;28,19;e;21;e
130565618033;Krukow (Landkreis Müritz);198;e;7,13;e;28;e
130565618035;Lapitz;171;e;6,41;e;27;e
130565618042;Mallin;371;e;10,63;e;35;e
130565618047;Möllenhagen;1663;e;49,80;e;33;e
130565618053;Penzlin, Stadt;3976;e;90,70;e;44;e
130565618055;Puchow;147;e;5,65;e;26;e
130565619004;Alt Schwerin;552;e;44,56;e;12;e
130565619011;Göhren-Lebbin;601;e;32,75;e;18;e
130565619041;Malchow, Stadt;6718;e;44,61;e;151;e
130565619051;Nossentiner Hütte;693;e;40,11;e;17;e
130565619052;Penkow;290;e;9,27;e;31;e
130565619064;Silz (Landkreis Müritz);343;e;10,68;e;32;e
130565619071;Walow;502;e;19,95;e;25;e
130565619075;Zislow;191;e;15,84;e;12;e
130565619076;Fünfseen;1129;e;51,82;e;22;e
130565620014;Grabowhöfe;949;e;31,12;e;30;e
130565620015;Groß Dratow;368;e;25,98;e;14;e
130565620017;Groß Gievitz;465;e;19,87;e;23;e
130565620019;Groß Plasten;718;e;17,46;e;41;e
130565620022;Hinrichshagen (Landkreis Müritz);158;e;14,89;e;11;e
130565620023;Hohen Wangelin;616;e;43,84;e;14;e
130565620024;Jabel;539;e;66,40;e;8;e
130565620027;Kargow;666;e;69,08;e;10;e
130565620030;Klink;1051;e;25,42;e;41;e
130565620031;Klocksin;343;e;23,90;e;14;e
130565620049;Moltzow;368;e;18,08;e;20;e
130565620050;Neu Gaarz;101;e;13,34;e;8;e
130565620060;Schloen;489;e;10,35;e;47;e
130565620062;Schwinkendorf;538;e;28,48;e;19;e
130565620066;Torgelow am See;447;e;14,28;e;31;e
130565620067;Varchentin;309;e;17,31;e;18;e
130565620068;Vielist;474;e;11,94;e;40;e
130565620070;Vollrathsruhe;450;e;31,24;e;14;e
130565620077;Lansen-Schönau;447;e;19,81;e;23;e
130565621005;Altenhof (Landkreis Müritz);367;e;16,58;e;22;e
130565621007;Bollewick;652;e;26,69;e;24;e
130565621008;Buchholz (Landkreis Müritz);144;e;15,17;e;9;e
130565621009;Bütow;470;e;26,32;e;18;e
130565621010;Fincken;538;e;34,86;e;15;e
130565621012;Gotthun;310;e;10,00;e;31;e
130565621013;Grabow-Below;113;e;13,55;e;8;e
130565621018;Groß Kelle;123;e;6,68;e;18;e
130565621028;Kieve;142;e;15,43;e;9;e
130565621036;Lärz;543;e;43,09;e;13;e
130565621037;Leizen;470;e;27,75;e;17;e
130565621039;Ludorf;487;e;48,37;e;10;e
130565621044;Massow;202;e;17,43;e;12;e
130565621045;Melz;359;e;17,94;e;20;e
130565621054;Priborn;360;e;15,33;e;23;e
130565621056;Rechlin;2141;e;77,29;e;28;e
130565621057;Röbel/Müritz, Stadt;5212;e;30,17;e;173;e
130565621061;Schwarz;378;e;26,30;e;14;e
130565621063;Sietow;637;e;19,03;e;33;e
130565621065;Stuer;272;e;21,53;e;13;e
130565621069;Vipperow;414;e;20,24;e;20;e
130565621073;Wredenhagen;500;e;28,09;e;18;e
130565621074;Zepkow;213;e;12,59;e;17;e
130570036036;Grimmen, Stadt;10090;e;50,29;e;201;e
130570057057;Marlow, Stadt;4748;e;140,06;e;34;e
130570096096;Zingst;3102;e;50,37;e;62;e
130570097097;Süderholz;4038;e;149,08;e;27;e
130575712005;Altenpleen;973;e;20,06;e;49;e
130575712038;Groß Mohrdorf;776;e;41,76;e;19;e
130575712047;Klausdorf;659;e;11,67;e;56;e
130575712049;Kramerhof;1756;e;17,91;e;98;e
130575712067;Preetz;1008;e;14,15;e;71;e
130575712069;Prohn;1961;e;16,08;e;122;e
130575715002;Ahrenshoop;660;e;5,23;e;126;e
130575715013;Born a. Darß;1154;e;62,58;e;18;e
130575715022;Dierhagen;1523;e;27,47;e;55;e
130575715068;Prerow;1553;e;11,32;e;137;e
130575715091;Wieck a. Darß;726;e;8,93;e;81;e
130575715094;Wustrow (Landkreis Nordvorpommern);1186;e;6,89;e;172;e
130575716028;Franzburg, Stadt;1516;e;15,19;e;100;e
130575716030;Glewitz;552;e;42,02;e;13;e
130575716065;Papenhagen;566;e;20,84;e;27;e
130575716075;Richtenberg, Stadt;1414;e;15,62;e;91;e
130575716081;Splietsdorf;507;e;26,29;e;19;e
130575716087;Velgast;1860;e;71,42;e;26;e
130575716088;Weitenhagen (Landkreis Nordvorpommern);253;e;17,04;e;15;e
130575716089;Wendisch Baggendorf;546;e;21,32;e;26;e
130575716099;Gremersdorf-Buchholz;665;e;50,04;e;13;e
130575716100;Millienhagen-Oebelitz;369;e;25,49;e;14;e
130575719027;Elmenhorst (Landkreis Nordvorpommern);773;e;22,48;e;34;e
130575719093;Wittenhagen;1137;e;46,92;e;24;e
130575719104;Sundhagen;5213;e;159,33;e;33;e
130575720037;Groß Kordshagen;357;e;16,09;e;22;e
130575720041;Jakobsdorf;472;e;17,67;e;27;e
130575720051;Kummerow (Landkreis Nordvorpommern);316;e;11,55;e;27;e
130575720056;Lüssow (Landkreis Nordvorpommern);807;e;18,87;e;43;e
130575720060;Neu Bartelshagen;323;e;17,41;e;19;e
130575720062;Niepars;1847;e;35,90;e;51;e
130575720064;Pantelitz;716;e;14,41;e;50;e
130575720083;Steinhagen (Landkreis Nordvorpommern);2536;e;33,54;e;76;e
130575720090;Wendorf;939;e;15,68;e;60;e
130575720095;Zarrendorf;1035;e;4,64;e;223;e
130575724006;Bad Sülze, Stadt;1741;e;26,38;e;66;e
130575724020;Dettmannsdorf;986;e;44,45;e;22;e
130575724021;Deyelsdorf;504;e;29,78;e;17;e
130575724024;Drechow;250;e;15,51;e;16;e
130575724026;Eixen;783;e;55,98;e;14;e
130575724031;Grammendorf;562;e;35,96;e;16;e
130575724032;Gransebieth;600;e;23,36;e;26;e
130575724040;Hugoldsdorf;143;e;14,16;e;10;e
130575724085;Tribsees, Stadt;2704;e;54,76;e;49;e
130575724103;Lindholz;687;e;39,92;e;17;e
130575725074;Ribnitz-Damgarten, Stadt;15133;e;122,22;e;124;e
130575725077;Schlemmin;299;e;21,83;e;14;e
130575725079;Semlow;760;e;34,43;e;22;e
130575725102;Ahrenshagen-Daskow;2068;e;58,30;e;35;e
130575726008;Bartelshagen II b. Barth;389;e;14,49;e;27;e
130575726009;Barth, Stadt;8684;e;40,87;e;212;e
130575726029;Fuhlendorf (Landkreis Nordvorpommern);813;e;17,05;e;48;e
130575726043;Karnin;217;e;12,42;e;17;e
130575726054;Löbnitz (Landkreis Nordvorpommern);630;e;22,24;e;28;e
130575726055;Lüdershagen;586;e;13,94;e;42;e
130575726070;Pruchten;734;e;8,17;e;90;e
130575726076;Saal;1171;e;34,71;e;34;e
130575726086;Trinwillershagen;1200;e;34,21;e;35;e
130575726098;Divitz-Spoldershagen;475;e;27,50;e;17;e
130575726101;Kenz-Küstrow;537;e;17,23;e;31;e
130580014014;Boltenhagen;2454;e;18,18;e;135;e
130580034034;Grevesmühlen, Stadt;10700;e;52,34;e;204;e
130580050050;Insel Poel;2561;e;36,24;e;71;e
130585815008;Bernstorf;341;e;17,56;e;19;e
130585815015;Börzow;724;e;17,45;e;41;e
130585815029;Gägelow;2551;e;22,61;e;113;e
130585815067;Mallentin;687;e;13,76;e;50;e
130585815081;Plüschow;508;e;19,83;e;26;e
130585815089;Roggenstorf;466;e;19,88;e;23;e
130585815091;Rüting;537;e;15,15;e;35;e
130585815098;Testorf-Steinfort;634;e;23,86;e;27;e
130585815100;Upahl;1066;e;15,96;e;67;e
130585815106;Warnow (Landkreis Nordwestmecklenburg);648;e;15,99;e;41;e
130585816054;Klütz, Stadt;3068;e;44,12;e;70;e
130585816109;Zierow;737;e;10,10;e;73;e
130585816113;Kalkhorst;1807;e;51,91;e;35;e
130585816116;Hohenkirchen (Landkreis Nordwestmecklenburg);1315;e;40,98;e;32;e
130585816118;Damshagen;1250;e;38,43;e;33;e
130585819007;Benz (Landkreis Nordwestmecklenburg);610;e;22,58;e;27;e
130585819010;Blowatz;1109;e;30,21;e;37;e
130585819012;Boiensdorf;514;e;12,68;e;41;e
130585819049;Hornstorf;1068;e;14,89;e;72;e
130585819059;Krusenhagen;520;e;11,21;e;46;e
130585819073;Neuburg;2075;e;43,90;e;47;e
130585822018;Carlow;1184;e;31,30;e;38;e
130585822023;Dechow;212;e;14,95;e;14;e
130585822038;Groß Molzahn;363;e;6,30;e;58;e
130585822048;Holdorf (Landkreis Nordwestmecklenburg);405;e;13,53;e;30;e
130585822056;Köchelstorf;400;e;13,58;e;29;e
130585822072;Nesow;240;e;8,61;e;28;e
130585822084;Rehna, Stadt;3020;e;22,52;e;134;e
130585822086;Rieps;364;e;12,16;e;30;e
130585822093;Schlagsdorf;1097;e;20,43;e;54;e
130585822099;Thandorf;171;e;9,08;e;19;e
130585822101;Utecht;320;e;11,03;e;29;e
130585822104;Vitense;317;e;13,16;e;24;e
130585822107;Wedendorf;262;e;11,30;e;23;e
130585822115;Königsfeld (Landkreis Nordwestmecklenburg);952;e;32,40;e;29;e
130585825026;Dragun;782;e;20,54;e;38;e
130585825028;Gadebusch, Stadt;5618;e;47,64;e;118;e
130585825055;Kneese;309;e;15,89;e;19;e
130585825058;Krembz;894;e;39,06;e;23;e
130585825071;Mühlen Eichsen;970;e;23,70;e;41;e
130585825088;Roggendorf;1017;e;31,13;e;33;e
130585825090;Rögnitz;191;e;11,42;e;17;e
130585825102;Veelböken;704;e;32,53;e;22;e
130585826022;Dassow, Stadt;3989;e;66,53;e;60;e
130585826035;Grieben;171;e;6,21;e;28;e
130585826041;Groß Siemz;309;e;14,70;e;21;e
130585826060;Lockwisch;400;e;13,91;e;29;e
130585826065;Lüdersdorf;5101;e;54,26;e;94;e
130585826068;Menzendorf;253;e;9,79;e;26;e
130585826075;Niendorf;322;e;11,51;e;28;e
130585826076;Papenhusen;329;e;13,83;e;24;e
130585826087;Roduchelstorf;243;e;9,81;e;25;e
130585826094;Schönberg, Stadt;4395;e;38,09;e;115;e
130585826096;Selmsdorf;2657;e;36,13;e;74;e
130585827009;Bibow;385;e;23,12;e;17;e
130585827030;Glasin;822;e;39,37;e;21;e
130585827051;Jesendorf;458;e;21,20;e;22;e
130585827062;Lübberstorf;217;e;12,99;e;17;e
130585827074;Neukloster, Stadt;3891;e;27,49;e;142;e
130585827078;Passee;184;e;16,14;e;11;e
130585827105;Warin, Stadt;3430;e;44,27;e;77;e
130585827110;Zurow;1341;e;40,68;e;33;e
130585827111;Züsow;310;e;19,38;e;16;e
130585828003;Bad Kleinen;3650;e;23,43;e;156;e
130585828005;Barnekow;628;e;15,59;e;40;e
130585828025;Dorf Mecklenburg;2872;e;29,99;e;96;e
130585828042;Groß Stieten;543;e;6,50;e;84;e
130585828047;Hohen Viecheln;657;e;18,96;e;35;e
130585828063;Lübow;1537;e;35,24;e;44;e
